neighborhood,sqft_living,area_unit,lot_size_sqft,bedrooms,bathrooms,floors,year_built,renovated,condition,grade,garage,basement,pool,school_score,sale_price
Riverside Park,1068.0,sqft,2761.0,1,1.0,1.5,1952.0,No,3,6,Y,Y,N,7.0,$170.8K
Brookhaven,1944.0,sqft,6536.0,2,2.0,1.0,1959.0,Yes,1,7,Y,Y,N,7.0,$433.4K
Cedar Falls,2659.0,sqft,9555.0,3,1.5,3.0,2009.0,No,3,5,Y,N,N,3.0,338000.0
Harbor Point,2259.0,sqft,4965.0,3,1.5,2.0,1929.0,No,3,4,Y,N,N,5.0,518800.0
Harbor Point,1961.0,sqft,4393.0,3,1.5,2.0,1950.0,Yes,2,10,Y,Y,N,5.0,504000.0
Harbor Point,1692.0,sqft,4807.0,3,1.5,3.0,1928.0,Yes,1,8,N,N,N,7.0,$400.6K
Harbor Point,1975.0,sqft,7683.0,2,1.0,1.5,2009.0,No,4,7,Y,Y,N,1.0,$594.6K
Sunridge,190.4,sqm,6932.0,3,3.0,1.0,2010.0,No,3,3,Y,N,N,5.0,$236.4K
Maple Grove,978.0,sqft,2234.0,1,1.0,1.5,1934.0,No,1,10,Y,N,Y,8.0,120400.0
Cedar Falls,2027.0,sqft,7789.0,2,1.5,2.0,1943.0,No,5,5,Y,Y,Y,5.0,230200.0
Harbor Point,1378.0,sqft,1793.0,3,2.0,2.0,1985.0,No,2,8,N,N,Y,,384100.0
Harbor Point,2814.0,sqft,4663.0,5,3.5,1.0,1928.0,Yes,4,3,Y,N,N,6.0,735800.0
Brookhaven,2705.0,sqft,3886.0,4,2.5,1.0,1940.0,Yes,5,3,Y,N,N,,569800.0
Sunridge,263.5,sqm,8384.0,4,3.0,1.0,1957.0,No,4,4,Y,N,N,6.0,$222.8K
Harbor Point,500.0,sqft,1868.0,1,1.0,3.0,1939.0,Yes,3,4,Y,Y,N,6.0,119800.0
Cedar Falls,2514.0,sqft,6474.0,5,4.0,2.5,1966.0,No,4,3,N,Y,Y,4.0,268500.0
Old Mill District,105.5,sqm,3660.0,1,1.0,2.5,1944.0,Yes,1,4,N,N,N,8.0,$243.1K
Cedar Falls,144.5,sqm,5505.0,2,1.0,1.0,1947.0,No,2,5,Y,Y,N,,173400.0
Brookhaven,2057.0,sqft,5679.0,3,1.5,2.0,1987.0,No,5,10,Y,Y,N,2.0,$420.5K
Brookhaven,502.0,sqft,1308.0,1,1.5,1.5,,No,3,9,Y,Y,N,7.0,133200.0
Riverside Park,1837.0,sqft,5114.0,3,2.0,1.0,1991.0,No,5,3,Y,N,N,3.0,$240.1K
Old Mill District,2608.0,sqft,8331.0,4,3.0,2.5,,No,1,7,N,,N,7.0,551500.0
Old Mill District,2566.0,sqft,5671.0,4,3.0,2.5,1954.0,No,4,7,Y,Y,N,7.0,499000.0
Old Mill District,2028.0,sqft,6010.0,3,2.0,2.5,1984.0,No,5,4,Y,N,N,5.0,$499.9K
Cedar Falls,2697.0,sqft,4370.0,5,4.0,2.0,1942.0,Yes,3,10,Y,,N,5.0,325500.0
Sunridge,1685.0,sqft,6478.0,3,3.0,1.5,1934.0,No,2,3,Y,Y,N,7.0,$136.3K
Brookhaven,3767.0,sqft,11640.0,6,4.0,2.0,1983.0,No,2,3,Y,N,N,7.0,665500.0
Northgate,803.0,sqft,1014.0,1,1.0,1.5,1975.0,No,3,9,N,N,N,9.0,74800.0
Brookhaven,1634.0,sqft,4016.0,2,2.0,1.0,2019.0,No,3,9,Y,Y,N,5.0,$381.0K
Harbor Point,1206.0,sqft,2351.0,1,1.0,3.0,1961.0,No,4,6,Y,N,N,5.0,$303.3K
Old Mill District,2078.0,sqft,8089.0,4,3.0,1.0,2010.0,No,2,8,Y,Y,N,6.0,536200.0
Harbor Point,1454.0,sqft,2571.0,2,1.0,1.0,1965.0,Yes,2,7,Y,Y,N,8.0,$427.4K
Harbor Point,1479.0,sqft,4002.0,2,1.5,1.0,1996.0,No,2,4,N,N,N,7.0,$353.5K
Harbor Point,1339.0,sqft,4680.0,2,1.5,2.0,1959.0,No,5,5,Y,Y,N,7.0,$374.3K
Cedar Falls,925.0,sqft,1320.0,2,1.5,1.0,1988.0,No,4,10,Y,N,N,5.0,$122.3K
Maple Grove,1486.0,sqft,3455.0,2,2.0,2.5,1995.0,Yes,4,4,Y,Y,Y,6.0,290500.0
Riverside Park,223.0,sqm,5075.0,4,3.0,3.0,2007.0,No,1,6,Y,N,N,6.0,$467.9K
Northgate,1345.0,sqft,3995.0,2,1.0,1.0,1988.0,Yes,2,3,N,Y,N,5.0,$112.3K
Sunridge,1819.0,sqft,4851.0,3,1.5,2.5,1932.0,No,2,9,Y,N,N,6.0,114800.0
Harbor Point,1576.0,sqft,3428.0,2,2.0,1.0,2003.0,No,3,6,Y,N,N,4.0,430700.0
Maple Grove,2102.0,sqft,2719.0,3,3.0,1.5,1957.0,No,5,5,Y,Y,N,7.0,$254.0K
Brookhaven,3522.0,sqft,7005.0,5,3.5,1.0,2014.0,No,4,5,N,N,N,8.0,694900.0
Riverside Park,693.0,sqft,1796.0,2,2.0,1.5,1920.0,No,3,10,N,N,N,7.0,$105.2K
Sunridge,209.5,sqm,4211.0,3,2.5,3.0,1993.0,No,4,5,N,N,N,7.0,$206.8K
Northgate,1314.0,sqft,2240.0,1,1.0,1.0,,No,3,5,Y,Y,N,5.0,108800.0
Harbor Point,758.0,sqft,2594.0,1,1.0,1.0,1943.0,Yes,4,5,Y,Y,Y,6.0,210900.0
Harbor Point,2576.0,sqft,8010.0,4,3.5,2.5,1943.0,No,2,8,N,N,N,6.0,538400.0
Cedar Falls,87.2,sqm,1922.0,1,1.0,2.5,1954.0,No,5,7,Y,N,N,7.0,116800.0
Maple Grove,2020.0,sqft,7369.0,3,2.0,1.0,1951.0,Yes,1,5,Y,N,N,7.0,305500.0
Brookhaven,1982.0,sqft,6194.0,2,1.0,2.0,2008.0,No,2,3,N,N,N,5.0,441600.0
Riverside Park,2116.0,sqft,7585.0,3,2.5,1.0,1986.0,Yes,3,8,Y,Y,N,8.0,482200.0
Maple Grove,968.0,sqft,3150.0,1,1.0,1.0,1936.0,Yes,2,9,Y,Y,N,3.0,$135.1K
Old Mill District,1679.0,sqft,4943.0,4,2.5,2.0,1931.0,Yes,4,5,Y,N,N,7.0,443100.0
Brookhaven,94.3,sqm,2645.0,3,2.0,2.0,1971.0,Yes,3,10,Y,Y,N,4.0,$188.7K
Northgate,1004.0,sqft,2374.0,2,1.0,1.0,1959.0,No,3,5,Y,N,N,5.0,72400.0
Harbor Point,2096.0,sqft,2832.0,4,2.5,2.5,2014.0,No,3,8,Y,Y,N,4.0,$638.4K
Cedar Falls,500.0,sqft,1049.0,1,1.0,2.0,1981.0,No,4,6,Y,N,N,8.0,$61.8K
Old Mill District,263.6,sqm,3659.0,4,2.0,1.0,1954.0,No,2,7,Y,Y,N,8.0,$522.8K
Brookhaven,2061.0,sqft,7827.0,4,3.5,1.5,1970.0,No,3,3,N,Y,N,7.0,404800.0
Cedar Falls,2205.0,sqft,5079.0,4,3.0,2.5,1947.0,Yes,2,4,N,,N,7.0,250600.0
Cedar Falls,2827.0,sqft,10415.0,4,3.5,1.5,1951.0,No,3,8,Y,Y,Y,4.0,315600.0
Old Mill District,2055.0,sqft,3593.0,2,1.5,1.0,1927.0,No,4,8,Y,N,N,3.0,$392.5K
Old Mill District,176.0,sqm,5019.0,3,2.0,3.0,1971.0,No,1,7,Y,N,N,8.0,462600.0
Brookhaven,127.3,sqm,4312.0,2,1.0,2.0,2000.0,No,4,9,Y,Y,N,5.0,280600.0
Brookhaven,2210.0,sqft,4762.0,3,2.0,1.0,1939.0,No,2,5,N,Y,N,6.0,323200.0
Northgate,1319.0,sqft,4512.0,2,2.0,3.0,1938.0,Yes,3,4,Y,N,N,8.0,110300.0
Maple Grove,195.6,sqm,3488.0,3,2.0,1.0,2020.0,Yes,3,7,Y,Y,N,9.0,452600.0
Sunridge,2589.0,sqft,8933.0,4,3.0,1.0,1991.0,Yes,3,6,Y,N,N,2.0,200400.0
Old Mill District,149.2,sqm,2434.0,2,2.0,2.0,1993.0,Yes,2,3,Y,Y,N,6.0,425600.0
Northgate,1418.0,sqft,4212.0,1,1.0,2.0,1948.0,Yes,2,8,Y,N,N,5.0,$138.5K
Maple Grove,1807.0,sqft,3618.0,4,3.0,3.0,2013.0,No,4,9,Y,N,Y,9.0,293900.0
Old Mill District,1257.0,sqft,4935.0,2,1.5,1.0,1951.0,No,3,6,Y,N,N,7.0,$300.6K
Maple Grove,2226.0,sqft,6463.0,4,3.0,1.0,1939.0,Yes,4,7,Y,Y,N,3.0,$300.6K
Riverside Park,2135.0,sqft,5441.0,3,2.5,2.5,1992.0,No,1,4,Y,Y,N,9.0,403100.0
Northgate,2722.0,sqft,7442.0,5,4.0,2.0,,No,4,10,N,N,N,7.0,269300.0
Harbor Point,125.0,sqm,,3,2.5,2.5,2002.0,No,5,5,Y,N,Y,2.0,$406.6K
Maple Grove,2012.0,sqft,2553.0,4,3.5,1.0,,No,3,6,Y,Y,N,8.0,327600.0
Riverside Park,994.0,sqft,2007.0,2,2.0,2.0,1958.0,Yes,4,3,Y,N,N,5.0,$161.5K
Riverside Park,1577.0,sqft,2958.0,2,2.0,2.0,2011.0,No,5,6,N,N,Y,6.0,$313.2K
Cedar Falls,2145.0,sqft,3247.0,4,3.0,3.0,1992.0,No,3,10,N,N,N,7.0,275000.0
Sunridge,2329.0,sqft,2934.0,4,3.5,2.0,1985.0,Yes,3,5,N,N,N,7.0,$237.0K
Old Mill District,691.0,sqft,1562.0,2,1.0,1.5,1959.0,Yes,3,8,Y,Y,N,4.0,158000.0
Maple Grove,1256.0,sqft,1856.0,2,1.5,2.0,1925.0,No,1,8,Y,N,N,,147200.0
Sunridge,1431.0,sqft,4318.0,2,1.0,1.0,1927.0,No,4,3,Y,Y,N,7.0,115400.0
Riverside Park,1701.0,sqft,4161.0,3,1.5,1.0,1982.0,No,3,4,N,N,N,3.0,$248.6K
Riverside Park,1913.0,sqft,4478.0,3,3.0,1.0,1998.0,Yes,4,5,Y,N,N,4.0,$307.0K
Brookhaven,1691.0,sqft,5041.0,3,1.5,1.0,2011.0,No,4,9,Y,Y,Y,7.0,467300.0
Brookhaven,130.4,sqm,5493.0,2,1.0,3.0,1970.0,Yes,3,4,Y,N,N,6.0,$337.0K
Harbor Point,1379.0,sqft,2251.0,2,1.0,3.0,1984.0,No,4,8,Y,Y,N,8.0,365800.0
Harbor Point,2384.0,sqft,8767.0,4,3.0,2.5,2009.0,No,2,9,N,Y,N,7.0,790300.0
Riverside Park,1989.0,sqft,3729.0,3,2.5,1.0,1947.0,No,3,5,Y,Y,N,7.0,$281.3K
Brookhaven,1500.0,sqft,,3,2.0,1.0,2017.0,No,3,8,Y,Y,N,7.0,$347.0K
Old Mill District,2177.0,sqft,6693.0,3,2.0,2.0,1971.0,Yes,3,9,Y,N,N,7.0,615000.0
Riverside Park,2133.0,sqft,2782.0,3,2.0,1.5,1976.0,No,3,3,N,N,N,4.0,296600.0
Old Mill District,2411.0,sqft,9341.0,4,2.5,2.5,2006.0,No,5,7,Y,N,Y,,675700.0
Brookhaven,109.7,sqm,4189.0,3,3.0,3.0,1991.0,No,4,8,N,N,N,10.0,$222.2K
Northgate,1672.0,sqft,3448.0,2,1.5,2.0,1990.0,Yes,3,10,Y,N,N,7.0,$184.9K
Northgate,1938.0,sqft,6163.0,3,2.0,2.0,1987.0,Yes,5,3,Y,N,N,6.0,198700.0
Northgate,193.0,sqm,8146.0,2,1.0,1.0,2017.0,No,5,5,N,N,N,9.0,245200.0
Cedar Falls,2172.0,sqft,4229.0,3,2.0,1.5,1976.0,No,4,6,Y,N,N,8.0,$272.4K
Old Mill District,2547.0,sqft,9567.0,4,4.0,1.5,2020.0,No,3,6,Y,Y,N,7.0,$721.2K
Northgate,2843.0,sqft,9197.0,4,3.0,2.0,1921.0,No,3,7,Y,N,N,9.0,261000.0
Brookhaven,112.0,sqm,2849.0,2,2.0,2.0,1951.0,No,2,9,N,Y,N,9.0,251000.0
Brookhaven,1741.0,sqft,6234.0,2,2.5,1.0,1941.0,Yes,5,5,N,Y,N,6.0,290400.0
Cedar Falls,2603.0,sqft,7048.0,4,3.0,1.0,1963.0,No,3,3,Y,N,N,7.0,$323.2K
Sunridge,1303.0,sqft,2852.0,2,1.0,2.0,1939.0,No,4,4,Y,N,N,7.0,106900.0
Harbor Point,2560.0,sqft,6415.0,4,2.5,3.0,1995.0,No,1,5,Y,N,N,,$751.5K
Northgate,1825.0,sqft,6739.0,3,2.0,1.0,1964.0,No,3,7,Y,N,Y,9.0,$169.4K
Riverside Park,656.0,sqft,1737.0,2,1.0,3.0,1939.0,No,1,5,Y,N,N,6.0,89300.0
Sunridge,148.8,sqm,6024.0,2,1.0,2.0,1941.0,No,2,7,N,N,N,,155500.0
Old Mill District,1898.0,sqft,3809.0,3,2.0,2.5,1981.0,No,5,6,Y,Y,N,,$417.1K
Riverside Park,1402.0,sqft,3343.0,3,2.5,2.5,2007.0,No,2,5,Y,N,N,5.0,253000.0
Sunridge,2859.0,sqft,10174.0,5,4.5,2.0,2015.0,No,3,7,Y,N,N,7.0,$328.9K
Old Mill District,68.8,sqm,2480.0,1,1.0,2.0,1950.0,No,5,9,Y,N,N,8.0,173600.0
Brookhaven,2699.0,sqft,5682.0,3,2.0,1.0,1934.0,Yes,1,5,Y,N,N,4.0,$477.1K
Brookhaven,2171.0,sqft,8678.0,3,2.0,3.0,1956.0,No,3,8,Y,Y,N,,$446.1K
Brookhaven,2458.0,sqft,5785.0,3,2.5,2.0,1978.0,No,5,9,N,N,N,7.0,$444.2K
Riverside Park,2113.0,sqft,6744.0,4,2.0,1.5,,No,4,10,N,N,N,7.0,343000.0
Cedar Falls,1893.0,sqft,5158.0,3,2.0,2.0,2008.0,No,3,4,Y,Y,N,4.0,285300.0
Brookhaven,1798.0,sqft,3314.0,2,1.0,1.0,1958.0,No,3,8,Y,Y,N,,$272.9K
Riverside Park,191.1,sqm,,4,3.5,2.5,1980.0,No,2,7,Y,Y,N,6.0,315600.0
Northgate,232.3,sqm,6154.0,4,3.0,2.0,1993.0,No,4,9,Y,Y,N,6.0,242300.0
Northgate,1277.0,sqft,2625.0,2,1.5,1.0,2003.0,No,1,6,Y,N,N,,$114.7K
Old Mill District,2351.0,sqft,8290.0,4,4.0,1.0,1956.0,No,3,9,N,N,N,6.0,$537.7K
Cedar Falls,2943.0,sqft,5951.0,5,3.0,1.0,1958.0,No,5,8,Y,N,N,,$355.5K
Old Mill District,2519.0,sqft,9581.0,4,4.0,1.5,1991.0,No,3,10,Y,N,N,7.0,$639.5K
Cedar Falls,500.0,sqft,800.0,1,1.0,1.5,1943.0,No,3,6,Y,N,N,3.0,58500.0
Riverside Park,2392.0,sqft,7255.0,4,2.0,2.0,1979.0,No,4,10,Y,Y,N,8.0,421500.0
Sunridge,1437.0,sqft,,2,1.0,2.0,1988.0,Yes,3,10,Y,Y,N,5.0,$173.0K
Old Mill District,2425.0,sqft,3653.0,3,3.0,2.0,2006.0,No,2,6,N,Y,N,9.0,590400.0
Sunridge,2038.0,sqft,7269.0,3,2.0,1.0,1936.0,Yes,2,10,Y,N,N,6.0,$179.6K
Riverside Park,186.6,sqm,5038.0,3,2.5,1.0,1966.0,No,3,7,Y,N,N,6.0,297800.0
Old Mill District,2043.0,sqft,4640.0,3,2.5,1.0,2008.0,No,2,6,Y,N,N,8.0,$579.4K
Sunridge,1571.0,sqft,4127.0,2,1.5,2.0,2005.0,Yes,3,10,Y,N,N,7.0,181000.0
Brookhaven,688.0,sqft,1020.0,1,1.0,1.5,2001.0,No,1,6,Y,N,Y,7.0,170900.0
Maple Grove,1456.0,sqft,3083.0,3,1.5,2.0,1982.0,No,4,4,Y,Y,Y,,$246.4K
Maple Grove,55.9,sqm,1581.0,1,1.0,3.0,1976.0,No,3,3,Y,N,N,5.0,$78.7K
Maple Grove,1662.0,sqft,3663.0,2,1.5,3.0,1961.0,No,1,7,Y,N,N,6.0,$224.5K
Cedar Falls,1642.0,sqft,4335.0,2,2.0,1.0,2016.0,No,5,6,Y,N,N,1.0,$233.0K
Maple Grove,2010.0,sqft,3148.0,3,2.0,1.0,2016.0,No,4,3,Y,N,N,7.0,287000.0
Harbor Point,2028.0,sqft,4855.0,3,2.0,2.0,1957.0,No,2,10,Y,N,N,7.0,547000.0
Riverside Park,1521.0,sqft,3026.0,3,2.0,3.0,2005.0,No,3,9,N,N,N,7.0,$320.8K
Brookhaven,1024.0,sqft,2096.0,2,1.5,2.5,2006.0,No,5,9,N,Y,N,,201400.0
Brookhaven,136.4,sqm,3909.0,2,1.5,1.5,2008.0,No,4,8,Y,Y,N,6.0,$386.6K
Brookhaven,1765.0,sqft,4313.0,3,2.0,1.0,2003.0,No,4,3,N,N,N,7.0,$344.5K
Northgate,500.0,sqft,1752.0,1,1.0,1.5,,Yes,3,6,Y,Y,N,2.0,$47.1K
Harbor Point,746.0,sqft,1477.0,2,1.5,2.0,2020.0,No,5,7,Y,Y,N,9.0,$299.2K
Old Mill District,1437.0,sqft,5582.0,2,1.0,2.0,1966.0,Yes,5,4,Y,Y,N,4.0,324600.0
Harbor Point,187.8,sqm,3710.0,3,3.0,3.0,1938.0,Yes,4,9,Y,N,Y,7.0,530200.0
Riverside Park,1707.0,sqft,5714.0,3,2.5,1.0,1931.0,Yes,4,6,Y,Y,N,5.0,227900.0
Riverside Park,1448.0,sqft,,3,2.5,1.5,1986.0,No,3,5,Y,N,N,6.0,232000.0
Old Mill District,932.0,sqft,3690.0,1,1.5,1.0,1992.0,Yes,5,10,Y,Y,N,6.0,249600.0
Sunridge,1427.0,sqft,3303.0,3,2.5,1.0,1964.0,No,5,5,Y,N,Y,6.0,$113.3K
Maple Grove,1001.0,sqft,2245.0,2,2.0,3.0,1989.0,Yes,5,5,Y,Y,N,7.0,$155.3K
Cedar Falls,1378.0,sqft,3739.0,2,1.5,2.5,2010.0,No,1,5,N,N,N,4.0,$144.6K
Cedar Falls,1796.0,sqft,4146.0,3,2.5,1.0,1954.0,No,4,5,Y,Y,Y,,$250.8K
Harbor Point,2126.0,sqft,7381.0,2,1.0,2.0,2001.0,No,4,4,Y,N,N,,$568.3K
Riverside Park,1717.0,sqft,6009.0,2,2.0,1.0,1997.0,No,4,6,N,Y,N,9.0,$314.5K
Riverside Park,129.5,sqm,3795.0,2,2.0,2.0,1947.0,Yes,3,4,Y,Y,N,5.0,195900.0
Brookhaven,1741.0,sqft,5495.0,3,3.5,3.0,1984.0,Yes,4,6,Y,,N,9.0,$342.5K
Brookhaven,1879.0,sqft,6375.0,2,1.0,1.0,1985.0,No,2,7,Y,Y,N,3.0,$352.7K
Northgate,1880.0,sqft,4365.0,4,4.0,2.0,2018.0,No,3,4,Y,N,N,10.0,$217.8K
Riverside Park,836.0,sqft,2296.0,1,2.0,2.0,2015.0,No,5,6,Y,Y,N,9.0,191800.0
Northgate,1649.0,sqft,5137.0,2,1.0,2.0,2008.0,No,4,4,Y,N,N,6.0,146000.0
Cedar Falls,1396.0,sqft,1909.0,4,3.0,1.5,1976.0,No,4,9,Y,Y,N,6.0,$170.0K
Harbor Point,803.0,sqft,2420.0,1,1.0,2.5,2002.0,No,3,6,Y,Y,N,6.0,220000.0
Brookhaven,1911.0,sqft,7236.0,2,2.0,2.0,1977.0,Yes,4,9,Y,N,N,6.0,$391.2K
Old Mill District,2067.0,sqft,3307.0,3,2.5,1.5,1983.0,No,4,10,Y,N,N,10.0,490000.0
Northgate,1190.0,sqft,4006.0,1,1.0,1.5,1998.0,No,2,9,Y,N,N,6.0,121700.0
Harbor Point,183.2,sqm,5782.0,4,2.5,2.0,1965.0,Yes,3,4,N,N,N,6.0,$465.9K
Maple Grove,1411.0,sqft,2333.0,3,2.0,3.0,1940.0,No,4,7,Y,N,N,7.0,185400.0
Maple Grove,109.5,sqm,2147.0,1,1.0,2.0,2013.0,No,3,9,Y,N,N,,183600.0
Old Mill District,1903.0,sqft,5610.0,2,1.5,3.0,1956.0,Yes,3,9,Y,Y,N,5.0,$513.1K
Harbor Point,1995.0,sqft,2608.0,3,3.0,1.5,1947.0,No,1,8,Y,N,N,9.0,$437.3K
Maple Grove,2410.0,sqft,6481.0,4,3.0,2.0,1995.0,No,4,3,Y,Y,N,5.0,355600.0
Sunridge,1956.0,sqft,3038.0,3,2.5,1.0,1931.0,No,5,9,Y,N,N,6.0,$193.3K
Old Mill District,2311.0,sqft,5986.0,4,2.5,2.0,1953.0,No,3,10,Y,N,N,5.0,$401.1K
Riverside Park,1309.0,sqft,,1,1.0,3.0,1987.0,Yes,2,9,N,N,N,4.0,$225.4K
Old Mill District,209.5,sqm,2982.0,3,2.5,2.5,1966.0,Yes,3,9,Y,N,N,5.0,536600.0
Sunridge,263.7,sqm,,6,5.0,1.0,2014.0,No,4,3,Y,N,N,7.0,$356.7K
Cedar Falls,750.0,sqft,2967.0,1,1.0,2.0,1972.0,No,4,6,Y,Y,N,7.0,97200.0
Riverside Park,1737.0,sqft,3155.0,3,2.0,2.0,1962.0,No,4,6,Y,Y,N,,$242.6K
Brookhaven,2145.0,sqft,6012.0,3,2.0,3.0,1922.0,No,3,3,Y,N,N,9.0,382300.0
Cedar Falls,2965.0,sqft,10127.0,4,3.5,2.0,2005.0,No,5,7,N,Y,N,7.0,482100.0
Old Mill District,2247.0,sqft,6697.0,4,3.5,1.0,1942.0,No,3,9,Y,N,N,9.0,$492.3K
Harbor Point,1822.0,sqft,4045.0,3,2.0,1.0,1925.0,No,3,4,Y,Y,N,5.0,$396.6K
Old Mill District,254.2,sqm,5358.0,4,3.0,1.0,1991.0,No,4,9,Y,Y,N,9.0,760600.0
Northgate,1866.0,sqft,2616.0,3,2.5,2.0,1988.0,No,2,6,Y,Y,N,7.0,173100.0
Riverside Park,650.0,sqft,1330.0,1,1.0,1.0,1979.0,No,5,3,Y,N,N,,$97.7K
Old Mill District,2612.0,sqft,7453.0,5,3.5,1.0,1953.0,Yes,4,5,N,Y,N,6.0,513200.0
Harbor Point,2122.0,sqft,6154.0,2,1.0,1.0,1997.0,No,4,3,Y,Y,N,6.0,$589.6K
Brookhaven,1663.0,sqft,5538.0,2,1.5,1.5,1985.0,No,5,7,Y,N,N,6.0,$377.1K
Old Mill District,2121.0,sqft,5891.0,3,2.0,1.0,1999.0,No,5,3,N,N,N,4.0,$482.7K
Cedar Falls,2229.0,sqft,6977.0,4,2.5,2.0,,No,5,7,Y,N,N,4.0,$359.1K
Brookhaven,1527.0,sqft,5033.0,2,1.5,2.0,1945.0,No,4,10,Y,N,N,5.0,264800.0
Maple Grove,158.1,sqm,4250.0,4,3.5,1.0,1958.0,No,5,8,N,Y,N,,$210.6K
Sunridge,2444.0,sqft,4869.0,5,4.0,2.5,1972.0,Yes,2,4,N,N,N,4.0,$219.1K
Northgate,1996.0,sqft,5074.0,3,2.5,1.0,1957.0,Yes,5,10,Y,Y,N,5.0,186600.0
Cedar Falls,2413.0,sqft,3370.0,4,2.0,1.0,1990.0,Yes,3,10,N,N,N,4.0,$394.0K
Harbor Point,2378.0,sqft,6501.0,4,3.0,2.0,1980.0,No,3,6,Y,N,N,8.0,660500.0
Old Mill District,2089.0,sqft,4789.0,4,3.0,1.0,1974.0,Yes,4,7,Y,N,N,7.0,580900.0
Sunridge,230.9,sqm,4394.0,4,3.0,2.0,1997.0,No,3,4,Y,Y,N,6.0,262700.0
Riverside Park,2618.0,sqft,6401.0,4,3.5,1.0,2006.0,No,2,7,N,Y,N,4.0,$392.7K
Northgate,1591.0,sqft,3118.0,3,2.0,2.0,,No,3,5,Y,Y,Y,5.0,$138.1K
Northgate,1439.0,sqft,3797.0,1,1.0,1.5,1982.0,Yes,2,4,Y,Y,N,5.0,132800.0
Cedar Falls,1904.0,sqft,6727.0,4,4.0,1.0,1984.0,Yes,3,8,N,Y,N,6.0,262700.0
Harbor Point,221.9,sqm,5830.0,4,3.0,1.5,1975.0,No,5,10,Y,N,N,9.0,$819.0K
Riverside Park,2299.0,sqft,5928.0,3,2.0,1.5,1993.0,No,3,10,Y,Y,N,7.0,$457.3K
Cedar Falls,1822.0,sqft,4499.0,3,2.0,1.0,1973.0,Yes,4,4,Y,N,N,9.0,$236.0K
Maple Grove,2380.0,sqft,5922.0,4,3.5,2.0,2017.0,No,3,4,Y,N,N,8.0,421800.0
Maple Grove,1930.0,sqft,3287.0,2,1.5,2.0,1958.0,Yes,4,9,Y,Y,N,9.0,$325.4K
Sunridge,1210.0,sqft,1788.0,2,1.0,1.5,1937.0,Yes,2,3,N,N,N,5.0,$95.1K
Old Mill District,1312.0,sqft,5192.0,3,2.0,3.0,2004.0,No,3,5,Y,Y,N,7.0,340300.0
Maple Grove,2050.0,sqft,3676.0,3,2.0,2.0,1955.0,Yes,4,9,Y,N,N,4.0,222500.0
Sunridge,1202.0,sqft,4173.0,2,1.5,2.0,1963.0,No,4,4,Y,N,N,9.0,139300.0
Old Mill District,1419.0,sqft,4072.0,2,1.0,1.5,1940.0,No,3,4,N,N,N,7.0,237600.0
Cedar Falls,2327.0,sqft,8962.0,4,3.5,1.0,1963.0,No,3,5,Y,Y,N,8.0,276900.0
Riverside Park,1821.0,sqft,3765.0,2,1.0,2.5,1931.0,No,4,6,Y,N,N,5.0,240400.0
Old Mill District,1506.0,sqft,3152.0,3,2.5,2.0,1940.0,No,4,4,Y,N,N,5.0,268000.0
Harbor Point,3508.0,sqft,6634.0,6,4.5,2.0,2008.0,No,3,4,Y,N,N,8.0,1137900.0
Riverside Park,778.0,sqft,2896.0,2,1.5,2.5,2019.0,No,4,6,Y,Y,N,7.0,$164.3K
Northgate,1530.0,sqft,4890.0,2,1.0,3.0,1956.0,Yes,2,6,Y,Y,N,7.0,130500.0
Northgate,1443.0,sqft,5225.0,2,1.5,1.5,1985.0,No,2,9,Y,N,N,6.0,$122.6K
Northgate,2275.0,sqft,8420.0,4,2.0,2.0,1978.0,No,5,6,Y,Y,N,7.0,213300.0
Riverside Park,285.2,sqm,4117.0,5,3.5,2.0,1949.0,Yes,3,3,Y,Y,N,7.0,462800.0
Riverside Park,3313.0,sqft,11488.0,5,4.0,2.0,1926.0,No,2,7,Y,N,N,4.0,442000.0
Harbor Point,3461.0,sqft,8527.0,4,3.0,1.0,1935.0,No,4,5,Y,Y,N,4.0,$857.1K
Old Mill District,2853.0,sqft,9950.0,5,4.0,2.0,,No,3,3,Y,N,N,6.0,$515.9K
Old Mill District,2233.0,sqft,4037.0,3,2.5,2.0,1973.0,No,4,8,Y,N,Y,7.0,$642.6K
Harbor Point,1449.0,sqft,4373.0,2,1.0,1.0,1972.0,No,1,4,Y,Y,N,8.0,378200.0
Harbor Point,609.0,sqft,1067.0,1,1.0,1.5,1985.0,No,4,7,Y,N,N,8.0,$167.8K
Maple Grove,2749.0,sqft,7553.0,4,3.5,1.5,1984.0,Yes,4,6,Y,N,N,6.0,$346.1K
Cedar Falls,2178.0,sqft,6621.0,4,3.5,3.0,1937.0,Yes,5,8,N,N,N,6.0,$257.2K
Brookhaven,1810.0,sqft,4235.0,2,1.5,2.0,2019.0,No,5,7,Y,N,N,9.0,$450.4K
Riverside Park,135.2,sqm,5063.0,2,1.5,1.0,1965.0,No,3,6,N,N,N,7.0,217400.0
Harbor Point,765.0,sqft,2818.0,1,1.0,1.5,1982.0,No,4,3,N,N,N,5.0,$188.1K
Old Mill District,1779.0,sqft,6584.0,4,3.0,1.0,1934.0,No,4,5,Y,N,N,5.0,$307.3K
Old Mill District,206.5,sqm,3109.0,3,3.0,1.0,1945.0,No,3,7,Y,Y,Y,4.0,470700.0
